 Seattle
   47.68685 -122.25667   20 -8 version 1
 2020 271  9 27  0  0  0.000  71.57   118.3 0     0.3 0   127.4 0    13.5 0    24.8 0     2.610     0.122     2.694     0.087
 2020 271  9 27  0  1  0.017  71.72   107.2 0     0.0 0   116.2 0    13.2 0    24.8 0     3.631     0.000     3.624     0.136
 2020 271  9 27  0  2  0.033  71.87    96.1 0     0.0 0   104.9 0    12.6 0    24.8 0     2.723     0.000     2.787     0.203
 2020 271  9 27  0  3  0.050  72.03    87.9 0     0.0 0    96.4 0    12.0 0    24.8 0     2.156     0.122     2.230     0.187
 2020 271  9 27  0  4  0.067  72.18    81.9 0    -0.3 0    89.9 0    11.3 0    24.8 0     1.475     0.244     1.487     0.209
 2020 271  9 27  0  5  0.083  72.33    77.4 0    -0.4 0    85.1 0    10.7 0    24.8 0     1.135     0.000     1.208     0.177
 2020 271  9 27  0  6  0.100  72.49    73.9 0    -0.4 0    81.4 0    10.2 0    24.8 0     0.794     0.000     0.836     0.126
 2020 271  9 27  0  7  0.117  72.64    71.3 0    -0.4 0    78.8 0     9.8 0    24.8 0     0.681     0.000     0.743     0.130
 2020 271  9 27  0  8  0.133  72.80    69.5 0    -0.5 0    76.8 0     9.4 0    24.8 0     0.340     0.122     0.465     0.117
 2020 271  9 27  0  9  0.150  72.95    69.2 0    -0.4 0    76.4 0     9.2 0    24.8 0     0.340     0.000     0.279     0.102
 2020 271  9 27  0 10  0.167  73.11    70.6 0    -0.6 0    77.5 0     9.0 0    24.8 0     0.340     0.244     0.372     0.083
 2020 271  9 27  0 11  0.183  73.26    72.0 0    -0.8 0    78.7 0     8.7 0    24.8 0     0.454     0.000     0.465     0.089
 2020 271  9 27  0 12  0.200  73.42    74.0 0    -0.8 0    80.7 0     8.6 0    24.8 0     0.681     0.000     0.650     0.022
 2020 271  9 27  0 13  0.217  73.58    77.1 0    -0.5 0    83.7 0     8.4 0    24.8 0     1.135     0.244     1.115     0.022
 2020 271  9 27  0 14  0.233  73.73    80.2 0    -0.4 0    86.8 0     8.4 0    24.8 0     0.681     0.000     0.650     0.028
 2020 271  9 27  0 15  0.250  73.89    83.0 0    -0.4 0    89.5 0     8.4 0    24.8 0     0.908     0.000     0.836     0.070
 2020 271  9 27  0 16  0.267  74.05    86.0 0    -0.1 0    92.5 0     8.5 0    24.8 0     0.794     0.122     0.743     0.011
 2020 271  9 27  0 17  0.283  74.20    86.9 0     1.4 0    93.3 0     8.5 0    24.8 0     0.113     0.856     0.279     0.011
 2020 271  9 27  0 18  0.300  74.36    89.0 0    12.8 0    92.3 0     8.6 0    24.8 0     3.177    11.733     0.186     0.000
 2020 271  9 27  0 19  0.317  74.52   103.6 0    59.6 0    94.8 0     8.6 0    24.8 0     4.085    20.166     1.301     0.039
 2020 271  9 27  0 20  0.333  74.67    99.2 0    17.8 0   100.7 0     8.5 0    24.8 0     1.589     4.644     2.137     0.070
 2020 271  9 27  0 21  0.350  74.83   104.4 0     7.5 0   108.9 0     8.5 0    24.8 0     2.610     0.367     2.694     0.000
 2020 271  9 27  0 22  0.367  74.99   114.6 0     7.4 0   119.7 0     8.3 0    24.8 0     3.064     0.489     3.345     0.059
 2020 271  9 27  0 23  0.383  75.15   123.5 0     4.3 0   130.2 0     8.4 0    24.8 0     1.929     1.100     2.509     0.050
 2020 271  9 27  0 24  0.400  75.31   126.7 0     2.1 0   134.6 0     8.6 0    24.8 0     0.340     0.367     0.372     0.016
 2020 271  9 27  0 25  0.417  75.46   124.0 0     3.4 0   131.9 0     8.6 0    24.8 0     1.135     1.711     1.394     0.000
 2020 271  9 27  0 26  0.433  75.62   143.3 0   105.0 0   127.7 0     8.8 0    24.8 0    17.247    78.465     0.836     0.084
 2020 271  9 27  0 27  0.450  75.78   147.4 0   134.2 0   125.3 0     8.8 0    24.8 0    13.616    55.854     0.650     0.064
 2020 271  9 27  0 28  0.467  75.94   147.7 0   145.6 0   123.7 0     8.7 0    24.8 0     9.985    45.955     0.279     0.012
 2020 271  9 27  0 29  0.483  76.10   144.3 0   140.9 0   121.6 0     8.6 0    24.8 0     9.304    36.788     1.022     0.136
 2020 271  9 27  0 30  0.500  76.26   143.1 0   157.5 0   117.4 0     8.3 0    24.8 0     6.922    27.255     1.579     0.096
 2020 271  9 27  0 31  0.517  76.42   111.0 0    41.8 0   110.9 0     8.0 0    24.8 0     6.241    18.700     2.137     0.093
 2020 271  9 27  0 32  0.533  76.58    97.5 0    17.2 0   103.2 0     7.8 0    24.8 0     2.723     1.711     2.230     0.076
 2020 271  9 27  0 33  0.550  76.74    89.7 0    16.6 0    95.7 0     7.5 0    24.8 0     1.815     0.978     1.951     0.085
 2020 271  9 27  0 34  0.567  76.90    86.0 0    26.9 0    89.7 0     7.4 0    24.8 0     1.021     8.311     1.487     0.086
 2020 271  9 27  0 35  0.583  77.06    86.3 0    47.0 0    85.5 0     7.2 0    24.8 0     1.929     5.500     1.115     0.094
 2020 271  9 27  0 36  0.600  77.22    82.7 0    41.3 0    83.0 0     7.0 0    24.8 0     1.929    11.366     0.465     0.092
 2020 271  9 27  0 37  0.617  77.38    86.7 0    66.4 0    82.2 0     6.9 0    24.8 0     1.929    10.266     0.093     0.056
 2020 271  9 27  0 38  0.633  77.54   105.4 0   161.2 0    82.9 0     6.8 0    24.8 0     7.489    37.888     0.372     0.043
 2020 271  9 27  0 39  0.650  77.70   135.9 0   320.1 0    83.5 0     6.9 0    24.8 0     6.127    31.899     0.186     0.065
 2020 271  9 27  0 40  0.667  77.86    90.2 0    91.1 0    80.3 0     6.8 0    24.8 0    19.630    95.942     1.951     0.031
 2020 271  9 27  0 41  0.683  78.02    67.0 0     6.6 0    73.2 0     6.7 0    24.8 0     2.610     3.422     1.951     0.043
 2020 271  9 27  0 42  0.700  78.18    61.4 0     1.9 0    68.4 0     6.5 0    24.8 0     0.908     0.244     0.836     0.075
 2020 271  9 27  0 43  0.717  78.34    59.2 0     1.3 0    66.3 0     6.4 0    24.8 0     0.567     0.122     0.557     0.077
 2020 271  9 27  0 44  0.733  78.50    56.6 0     0.9 0    63.6 0     6.2 0    24.8 0     0.908     0.244     0.929     0.080
 2020 271  9 27  0 45  0.750  78.67    53.1 0     0.2 0    60.1 0     6.0 0    24.8 0     1.135     0.244     1.022     0.078
 2020 271  9 27  0 46  0.767  78.83    50.2 0     0.0 0    57.5 0     5.8 0    24.8 0     0.567     0.000     0.465     0.046
 2020 271  9 27  0 47  0.783  78.99    48.8 0    -0.3 0    56.1 0     5.7 0    24.8 0     0.340     0.244     0.372     0.091
 2020 271  9 27  0 48  0.800  79.15    47.2 0    -0.8 0    54.7 0     5.7 0    24.8 0     0.681     0.122     0.650     0.026
 2020 271  9 27  0 49  0.817  79.31    44.0 0    -0.8 0    51.6 0     5.7 0    24.8 0     1.135     0.000     1.115     0.000
 2020 271  9 27  0 50  0.833  79.47    39.7 0    -0.8 0    47.3 0     5.7 0    24.8 0     1.135     0.122     1.115     0.018
 2020 271  9 27  0 51  0.850  79.64    37.2 0    -1.2 0    44.6 0     5.5 0    24.8 0     0.454     0.000     0.465     0.037
 2020 271  9 27  0 52  0.867  79.80    34.9 0    -1.2 0    42.5 0     5.3 0    24.8 0     1.021     0.000     1.022     0.057
 2020 271  9 27  0 53  0.883  79.96    30.8 0    -1.2 0    38.3 0     5.1 0    24.8 0     1.248     0.000     1.301     0.087
 2020 271  9 27  0 54  0.900  80.12    27.0 0    -0.9 0    34.3 0     4.9 0    24.8 0     1.021     0.122     1.022     0.101
 2020 271  9 27  0 55  0.917  80.29    23.7 0    -0.6 0    30.7 0     4.6 0    24.8 0     1.021     0.244     1.022     0.118
 2020 271  9 27  0 56  0.933  80.45    20.3 0    -0.4 0    27.0 0     4.3 0    24.8 0     0.908     0.000     1.022     0.101
 2020 271  9 27  0 57  0.950  80.61    17.7 0    -0.4 0    23.9 0     4.0 0    24.8 0     0.567     0.000     0.743     0.095
 2020 271  9 27  0 58  0.967  80.77    16.2 0    -0.5 0    22.1 0     3.8 0    24.8 0     0.340     0.122     0.465     0.061
 2020 271  9 27  0 59  0.983  80.94    15.2 0    -0.4 0    20.9 0     3.6 0    24.8 0     0.340     0.000     0.279     0.014
 2020 271  9 27  1  0  1.000  81.10    14.6 0    -0.4 0    20.1 0     3.4 0    24.8 0     0.227     0.122     0.186     0.036
 2020 271  9 27  1  1  1.017  81.26    14.1 0    -0.5 0    19.6 0     3.3 0    24.8 0     0.227     0.244     0.186     0.075
 2020 271  9 27  1  2  1.033  81.42    14.0 0    -0.4 0    19.4 0     3.1 0    24.8 0     0.000     0.122     0.186     0.103
 2020 271  9 27  1  3  1.050  81.59    14.0 0    -0.4 0    19.2 0     3.0 0    24.8 0     0.000     0.000     0.000     0.094
 2020 271  9 27  1  4  1.067  81.75    14.3 0    -0.4 0    19.4 0     2.9 0    24.8 0     0.227     0.000     0.186     0.000
 2020 271  9 27  1  5  1.083  81.91    15.1 0    -0.4 0    20.1 0     2.7 0    24.8 0     0.340     0.000     0.279     0.102
 2020 271  9 27  1  6  1.100  82.08    16.4 0    -0.4 0    21.3 0     2.7 0    24.8 0     0.454     0.000     0.372     0.000
