   2.0072740e+03   2.0070000e+03   4.0000000e+00   1.0000000e+02   4.3161411e+01  -8.2568687e+01   4.2000000e-01   7.0000000e-01   2.7700000e-01   1.7000000e-01   1.5340000e-01   1.4950000e-01   2.4920000e-01   3.1880000e-01             NaN   2.0150000e-01
   2.0072740e+03   2.0070000e+03   4.0000000e+00   1.0000000e+02   4.3156315e+01  -8.2615593e+01   4.7900000e-01   1.0000000e+00   3.6100000e-01   1.7120000e-01   1.4780000e-01   1.4190000e-01   2.3350000e-01   3.1010000e-01   2.6790000e-01   1.8630000e-01
   2.0072740e+03   2.0070000e+03   4.0000000e+00   1.0000000e+02   4.3988377e+01  -8.2989517e+01   2.2100000e-01   0.0000000e+00   3.3300000e-01   1.5210000e-01   1.3890000e-01   1.3860000e-01   2.1800000e-01   2.8330000e-01   2.6930000e-01   1.8040000e-01
   2.0072740e+03   2.0070000e+03   4.0000000e+00   1.0000000e+02   4.2061085e+01  -8.2603027e+01   6.7900000e-01   5.0000000e-01   2.2200000e-01   1.7860000e-01   1.6450000e-01   1.5120000e-01   2.5590000e-01   2.9100000e-01   2.2250000e-01   1.8740000e-01
   2.0072740e+03   2.0070000e+03   4.0000000e+00   1.0000000e+02   4.2603939e+01  -8.2847351e+01   4.3100000e-01   1.0000000e+00   3.8800000e-01   1.6970000e-01   1.5570000e-01   1.4520000e-01   2.5230000e-01   3.0860000e-01   2.6600000e-01   1.8910000e-01
   2.0072740e+03   2.0070000e+03   4.0000000e+00   1.0000000e+02   4.2578476e+01  -8.2880669e+01   3.8000000e-01   1.0000000e+00   8.3000000e-02   1.6050000e-01   1.4290000e-01   1.2690000e-01   2.5760000e-01   2.7470000e-01   2.0740000e-01   1.5050000e-01
   2.0072740e+03   2.0070000e+03   4.0000000e+00   1.0000000e+02   4.4460846e+01  -8.3409660e+01   2.1600000e-01   0.0000000e+00   3.6100000e-01   1.3060000e-01   1.0390000e-01   8.5900000e-02   2.1040000e-01   2.4940000e-01   1.7820000e-01   1.0150000e-01
   2.0072740e+03   2.0070000e+03   4.0000000e+00   1.0000000e+02   4.2594223e+01  -8.2936172e+01   3.3100000e-01   1.0000000e+00   3.8800000e-01   1.6240000e-01   1.5110000e-01   1.3440000e-01   3.1160000e-01   3.2840000e-01   2.5460000e-01   1.7600000e-01
   2.0072740e+03   2.0070000e+03   4.0000000e+00   1.0000000e+02   4.3845730e+01  -8.3282768e+01   2.7300000e-01   0.0000000e+00   8.3000000e-02   1.5520000e-01   1.4500000e-01   1.4160000e-01   2.3690000e-01   2.8660000e-01   2.8370000e-01   1.9000000e-01
   2.0072740e+03   2.0070000e+03   4.0000000e+00   1.0000000e+02   4.2036224e+01  -8.2823418e+01   3.3800000e-01   1.0000000e+00   2.7000000e-02   1.6170000e-01   1.4530000e-01   1.4260000e-01   2.3460000e-01   3.1230000e-01   2.6600000e-01   2.0340000e-01
   2.0072740e+03   2.0070000e+03   4.0000000e+00   1.0000000e+02   4.1440296e+01  -8.2711037e+01   7.2900000e-01   9.0000000e-01   8.3000000e-02   1.8240000e-01   1.6460000e-01   1.4760000e-01   2.4920000e-01   2.6710000e-01   2.1540000e-01   1.7170000e-01
   2.0072740e+03   2.0070000e+03   4.0000000e+00   1.0000000e+02   3.9721531e+01  -8.2637306e+01   3.0400000e-01   1.0000000e+00   1.6600000e-01   1.5940000e-01   1.4860000e-01   1.3200000e-01   3.1450000e-01   3.7800000e-01   3.2190000e-01   2.0350000e-01
   2.0072740e+03   2.0070000e+03   4.0000000e+00   1.0000000e+02   3.9587120e+01  -8.2639839e+01   2.0100000e-01   1.0000000e+00   3.8800000e-01   1.3890000e-01   1.1280000e-01   1.0340000e-01   2.0980000e-01   2.9910000e-01   2.8670000e-01   1.6450000e-01
   2.0072740e+03   2.0070000e+03   4.0000000e+00   1.0000000e+02   3.9598904e+01  -8.2729706e+01   2.7500000e-01   1.0000000e+00   5.5000000e-02   1.4610000e-01   1.3920000e-01   1.2110000e-01   3.1550000e-01   3.6370000e-01   3.0610000e-01   1.8280000e-01
