Col#1   Time UTC (hrs) for June 27, 2023
Col#2   Total Scattering Coefficient at 450nm (1/Mm)
Col#3   Total Scattering Coefficient at 550nm (1/Mm)
Col#4   Total Scattering Coefficient at 700nm (1/Mm)

Note: -9999 is a filled value


   8.3333333e-03   2.5072060e+01   1.9155338e+01   1.6082613e+01
   2.5000000e-02  -9.9990000e+03  -9.9990000e+03  -9.9990000e+03
   4.1666667e-02  -9.9990000e+03  -9.9990000e+03  -9.9990000e+03
   5.8333333e-02  -9.9990000e+03  -9.9990000e+03  -9.9990000e+03
   7.5000000e-02  -9.9990000e+03  -9.9990000e+03  -9.9990000e+03
   9.1666667e-02  -9.9990000e+03  -9.9990000e+03  -9.9990000e+03
   1.0833333e-01   2.7301620e+01   2.0243488e+01   1.3997292e+01
   1.2500000e-01  -9.9990000e+03  -9.9990000e+03  -9.9990000e+03
   1.4166667e-01  -9.9990000e+03  -9.9990000e+03  -9.9990000e+03
   1.5833333e-01   1.8402325e+01   1.2194003e+01   6.2935758e+00
   1.7500000e-01   1.8686478e+01   1.2455681e+01   6.9657154e+00
   1.9166667e-01   1.8107515e+01   1.2179490e+01   6.5929432e+00
   2.0833333e-01   1.8842440e+01   1.2399561e+01   6.7210698e+00
   2.2500000e-01   1.8872108e+01   1.2031862e+01   6.5603738e+00
   2.4166667e-01   1.7757036e+01   1.2272228e+01   7.2469578e+00
   2.5833333e-01  -9.9990000e+03  -9.9990000e+03  -9.9990000e+03
   2.7500000e-01   2.7399206e+01   2.0673195e+01   1.5265749e+01
   2.9166667e-01   2.7373587e+01   2.0391325e+01   1.5457684e+01
   3.0833333e-01   2.7911625e+01   2.0660717e+01   1.4870176e+01
   3.2500000e-01   2.8216450e+01   2.1128191e+01   1.5099389e+01
   3.4166667e-01   2.7432442e+01   2.0550663e+01   1.5025920e+01
   3.5833333e-01   2.7355497e+01   2.0342264e+01   1.4473123e+01
   3.7500000e-01   2.7500988e+01   2.0058138e+01   1.3981014e+01
   3.9166667e-01   2.7416914e+01   2.0778814e+01   1.4276476e+01
   4.0833333e-01   2.7016439e+01   2.0407532e+01   1.4747433e+01
   4.2500000e-01   2.7912212e+01   2.0544697e+01   1.5083222e+01
   4.4166667e-01   2.7499992e+01   2.0250055e+01   1.4668105e+01
   4.5833333e-01   2.6789768e+01   2.0086847e+01   1.4707282e+01
   4.7500000e-01   2.6871599e+01   1.9947573e+01   1.5333702e+01
   4.9166667e-01   2.6877106e+01   2.0181963e+01   1.4718523e+01
   5.0833333e-01   2.7313627e+01   2.0249718e+01   1.4584012e+01
   5.2500000e-01   2.7205492e+01   2.0174576e+01   1.4008789e+01
   5.4166667e-01   2.6966820e+01   1.9879620e+01   1.4126222e+01
   5.5833333e-01   2.5991846e+01   1.9550097e+01   1.4220547e+01
   5.7500000e-01   2.7346109e+01   2.0282024e+01   1.4083202e+01
   5.9166667e-01   2.5534954e+01   1.9039637e+01   1.4065701e+01
   6.0833333e-01   2.6638884e+01   1.9642336e+01   1.3923498e+01
   6.2500000e-01   2.5749878e+01   1.9014877e+01   1.4810655e+01
   6.4166667e-01   2.6654865e+01   1.9351673e+01   1.3810226e+01
   6.5833333e-01   2.6420515e+01   1.9537340e+01   1.3586759e+01
   6.7500000e-01   2.6568960e+01   1.9826704e+01   1.4349771e+01
   6.9166667e-01   2.6047661e+01   1.9620604e+01   1.4106790e+01
   7.0833333e-01   2.6602072e+01   2.0128496e+01   1.4726730e+01
   7.2500000e-01   2.6557394e+01   1.9551777e+01   1.3947928e+01
   7.4166667e-01   2.6041750e+01   1.9360556e+01   1.3662049e+01
   7.5833333e-01   2.6019161e+01   1.9223291e+01   1.3663779e+01
   7.7500000e-01   2.6319977e+01   1.9764778e+01   1.4062108e+01
   7.9166667e-01   2.6231609e+01   1.9619225e+01   1.3679838e+01
   8.0833333e-01   2.6486937e+01   1.9401932e+01   1.4171495e+01
   8.2500000e-01   2.6827461e+01   2.0249676e+01   1.5531139e+01
   8.4166667e-01   2.7001406e+01   1.9769360e+01   1.3645202e+01
   8.5833333e-01   2.6910707e+01   1.9562742e+01   1.3190103e+01
   8.7500000e-01   2.6424902e+01   1.9749346e+01   1.4343256e+01
   8.9166667e-01   2.6360973e+01   1.9678102e+01   1.3844015e+01
   9.0833333e-01   2.6610603e+01   1.9413677e+01   1.3347859e+01
   9.2500000e-01   2.6460251e+01   1.8962860e+01   1.3357686e+01
   9.4166667e-01   2.6899130e+01   1.9350582e+01   1.3532566e+01
   9.5833333e-01   2.6468958e+01   2.0015694e+01   1.4564491e+01
   9.7500000e-01   2.6090757e+01   1.9099073e+01   1.3868826e+01
   9.9166667e-01   2.7527521e+01   1.9873629e+01   1.4385950e+01
   1.0083333e+00  -9.9990000e+03  -9.9990000e+03  -9.9990000e+03
   1.0250000e+00  -9.9990000e+03  -9.9990000e+03  -9.9990000e+03
   1.0416667e+00   1.8465031e+01   1.2684240e+01   6.7457910e+00
   1.0583333e+00   1.9142508e+01   1.2180083e+01   6.9134355e+00
   1.0750000e+00   1.8520761e+01   1.2391969e+01   6.7578006e+00
   1.0916667e+00   1.8388321e+01   1.2240709e+01   6.4563270e+00
   1.1083333e+00   1.8267822e+01   1.1816227e+01   6.4149656e+00
   1.1250000e+00  -9.9990000e+03  -9.9990000e+03  -9.9990000e+03
   1.1416667e+00  -9.9990000e+03  -9.9990000e+03  -9.9990000e+03
