  1.7894809e+001  1.7000000e+001  5.3000000e+001  4.2000000e+001  3.4713236e+001  3.6421604e+001  3.1982156e+001  6.9564218e+000  6.0501794e+000  7.0737827e+000  4.5630022e+000  3.3264899e+000  2.5285192e+000  1.0139000e+003  3.0700000e+001  4.1200000e+001  0.0000000e+000
  1.7895082e+001  1.7000000e+001  5.3000000e+001  4.3000000e+001  3.5764789e+001  3.5108323e+001  3.2607118e+001  9.3360555e+000  7.8098948e+000  8.0887365e+000  7.9055081e+000  6.6283777e+000  5.9513595e+000  1.0145000e+003  3.0700000e+001  4.1600000e+001  0.0000000e+000
  1.7895355e+001  1.7000000e+001  5.3000000e+001  4.4000000e+001  3.8911169e+001  4.8812169e+001  4.4387840e+001  5.8345656e+000  6.2891302e+000  6.8337188e+000  8.6155507e+000  7.6405044e+000  6.1841709e+000  1.0145000e+003  3.0800000e+001  4.1000000e+001  0.0000000e+000
  1.7895628e+001  1.7000000e+001  5.3000000e+001  4.5000000e+001  4.0455845e+001  4.8995731e+001  4.3881373e+001  7.8267226e+000  7.6468896e+000  7.1710238e+000  6.4519701e+000  5.7773513e+000  4.0477448e+000  1.0159000e+003  3.0700000e+001  4.1400000e+001  0.0000000e+000
  1.7895902e+001  1.7000000e+001  5.3000000e+001  4.6000000e+001  4.1857050e+001  4.8104719e+001  5.1137867e+001  5.7453039e+000  5.1971805e+000  8.6316660e+000  3.9375707e+000  3.0875144e+000  2.2560947e+000  1.0173000e+003  3.0800000e+001  4.1400000e+001  0.0000000e+000
  1.7896175e+001  1.7000000e+001  5.3000000e+001  4.7000000e+001  3.5987677e+001  3.8288942e+001  3.3272989e+001  9.4212598e+000  6.6382948e+000  8.5374636e+000 -8.8253749e-001 -1.6272691e+000 -4.9182710e-001  1.0159000e+003  3.0700000e+001  4.1400000e+001  0.0000000e+000
  1.7896448e+001  1.7000000e+001  5.3000000e+001  4.8000000e+001  3.6720461e+001  3.5576232e+001  3.5954299e+001  6.9726512e+000  5.9612675e+000  6.8083956e+000 -9.9990000e+003 -9.9990000e+003 -9.9990000e+003  1.0177000e+003  3.0800000e+001  4.1000000e+001  0.0000000e+000
  1.7896721e+001  1.7000000e+001  5.3000000e+001  4.9000000e+001  3.0938438e+001  2.9975660e+001  2.4853110e+001  5.3000102e+000  7.1828804e+000  7.3016915e+000 -9.9990000e+003 -9.9990000e+003 -9.9990000e+003  1.0174000e+003  3.0800000e+001  4.1000000e+001  0.0000000e+000
  1.7896995e+001  1.7000000e+001  5.3000000e+001  5.0000000e+001  3.2371158e+001  2.9692255e+001  2.4213657e+001  3.2743800e+000  3.7690325e+000  2.7799809e+000 -9.9990000e+003 -9.9990000e+003 -9.9990000e+003  1.0163000e+003  3.0800000e+001  4.1000000e+001  0.0000000e+000
  1.7897268e+001  1.7000000e+001  5.3000000e+001  5.1000000e+001  2.7698129e+001  2.2636046e+001  1.7156613e+001  5.2432073e+000  4.2589744e+000  1.6627213e+000 -1.3705697e+000 -2.2456269e+000 -1.0900639e+000  1.0164000e+003  3.0800000e+001  4.1600000e+001  0.0000000e+000
